0.2,33.9731900957451
0.4,30.7817508791154
0.6,27.5743648744821
0.8,24.4007101432313
1,21.6778978247476
1.2,18.9392997177381
1.4,16.8214622198393
1.6,14.8451357204251
1.8,13.4601171239177
2,11.7643962422257
2.2,11.165134711417
2.4,10.1898614268933
2.6,9.12378573362336
2.8,8.33755555493857
3,7.7831354583194
3.2,7.82125297208567
3.4,8.09148762240199
3.6,7.83160810378349
3.8,8.08998091170357
4,8.16241425962058
4.2,8.0759828591217
4.4,8.02070382305469
4.6,7.46134586520796
4.8,8.13303152403699
5,7.31126535016606
5.2,7.09118049717512
5.4,7.19499944539981
5.6,7.43397214850903
5.8,7.45283890380953
6,7.25426636377896
6.2,7.55723926753905
6.4,7.10926502533201
6.6,7.50834329330432
6.8,7.71644694270618
7,7.55887798581969
7.2,7.06949691693747
7.4,6.85385308278607
7.6,6.99016089364896
7.8,7.27448009967038
8,7.70868497863855
8.2,7.56433392238284
8.4,7.76386740846754
8.6,7.61038213699541
8.8,7.64737000744346
9,7.50724156200888
9.2,7.02664369080824
9.4,7.17073060563624
9.6,7.10837564376909
9.8,7.10552686918813
10,7.26473662996626
10.2,7.00013927536902
10.4,7.3157320766422
10.6,7.78701955321989
10.8,7.96411138103361
11,7.91676003529467
11.2,8.12946465089469
11.4,7.94253901438037
11.6,8.16780120885934
11.8,7.75061976960751
12,7.6259871857655
12.2,8.01139203483235
12.4,8.0318759613354
12.6,7.70725834091741
12.8,7.54965786842567
13,7.60529714121708
13.2,7.37455017996064
13.4,7.35073425087232
13.6,7.4431672670712
13.8,7.71280995797246
14,7.70467586467849
14.2,7.59328761151857
14.4,7.50992880509988
14.6,7.25774192336141
14.8,7.45953434384891
15,7.68940965987347
15.2,7.8130962291284
15.4,7.55805446837656
15.6,7.35624324673456
15.8,7.75349449733321
16,7.27824365291114
16.2,7.27711229289895
16.4,7.57039796374393
16.6,7.84615498112704
16.8,7.98647216782928
17,7.63188888065528
17.2,8.08363045539756
17.4,8.05358188197885
17.6,7.6671905675505
17.8,7.56006343505378
18,7.8277188565729
18.2,7.8380043354386
18.4,7.25214709309702
18.6,6.9607289018758
18.8,6.93623190349175
19,7.2534531095691
19.2,7.44370138232224
19.4,7.19449467508841
19.6,7.01580379952102
19.8,6.97106074205767
20,7.25125737240543
20.2,7.87815775508444
20.4,7.61808321976187
20.6,7.55127812401275
20.8,7.02736043092784
21,7.12434329741107
21.2,7.48239416719763
21.4,7.29361291037701
21.6,7.26264648171851
21.8,7.15630023887367
22,7.58212066237935
22.2,7.74138685580832
22.4,7.38285173180906
22.6,7.39866917058677
22.8,7.52121681064986
23,7.59342503172565
23.2,7.23461448041853
23.4,7.20017974733387
23.6,7.26291023971931
23.8,7.30397243142335
24,7.62982340485537
24.2,8.03265369311109
24.4,8.03044501083191
24.6,8.05230950472461
24.8,7.69459241720799
25,7.94759648129297
25.2,7.60544332629531
25.4,7.61244531168965
25.6,7.61654161785425
25.8,7.48315194868151
26,7.42615739616183
26.2,7.45924111236113
26.4,7.67290134114893
26.6,8.33376520644037
26.8,8.1829892845645
27,8.01384108569406
27.2,7.67372881297554
27.4,7.4569377765721
27.6,7.36035723831624
27.8,7.26196334170355
28,7.20511679376312
28.2,7.17823320136863
28.4,7.53752307949407
28.6,7.61459943770415
28.8,7.33121832826368
29,7.73630299192489
29.2,7.42721604086743
29.4,7.42860535921276
29.6,7.74444554816081
29.8,7.27628154319188
30,7.26716509440427
30.2,6.95151177282279
30.4,6.96260052148931
30.6,7.36218003709215
30.8,7.65409903941745
31,7.93911097037381
31.2,8.22099863077262
31.4,8.08445619971076
31.6,7.71338472682303
31.8,7.89552953505583
32,7.84391536778444
32.2,7.69836295145181
32.4,7.6833658737689
32.6,7.65963228148956
32.8,7.24814589024499
33,7.37252605277295
33.2,7.31019373396242
33.4,7.37116530041427
33.6,7.29832813916776
33.8,7.35120610500896
34,7.40629813559659
34.2,7.05834899060066
34.4,7.34301866676766
34.6,7.33736207617611
34.8,7.10532562861443
35,7.52345953167905
35.2,7.77695928519734
35.4,7.7301392707405
35.6,7.73529884542869
35.8,7.49171136984842
36,7.59954785004028
36.2,7.55572348174406
36.4,7.53105655157315
36.6,7.77252779024042
36.8,7.8981958832025
37,7.99844842824086
37.2,7.39527809640521
37.4,7.37107065483148
37.6,7.42765442578789
37.8,7.24497156524021
38,7.06170503494876
38.2,7.06792090863384
38.4,7.05260082756765
38.6,7.62483635793199
38.8,8.13294352104904
